Position.bp. Rate.cM.Mb. Map.cM.
159333466 0.154983 170.699037
159333683 0.135485 170.699071
159334127 0.139119 170.699131
159334850 1.471291 170.699232
159335682 1.466283 170.700456
159336104 1.582489 170.701075
159336624 1.576998 170.701897
159336948 1.039888 170.702408
159337031 0.704555 170.702495
159338072 0.315329 170.703228
159338723 0.300599 170.703433
159339006 0.18042 170.703518
159339036 0.080436 170.703524
159339241 0.066748 170.70354
159339520 0.062805 170.703559
159339559 0.058211 170.703561
159340299 0.055471 170.703605
159340353 0.053612 170.703608
159340416 0.05169 170.703611
159340591 0.048939 170.70362
159340686 0.046266 170.703625
159341672 0.063767 170.70367
159341851 1.403342 170.703682
159342302 1.401901 170.704315
159342410 0.490726 170.704466
159342439 0.099477 170.70448
159342512 0.098516 170.704487
159343648 0.097055 170.704599
159351967 0.061462 170.705407
159352971 0.023267 170.705468
159354074 0.023157 170.705494
159357684 0.14265 170.705578
159362517 0.022021 170.706267
159362808 0.021634 170.706274
159363819 0.021634 170.706295
159365022 0.021437 170.706321
159366081 0.021213 170.706344
159371699 0.020919 170.706463
159373909 0.020919 170.70651
159374293 0.020919 170.706518
159374604 0.020712 170.706524
159374636 0.02049 170.706525
159375348 0.020207 170.706539
159375903 0.019954 170.706551
159375955 0.019954 170.706552
159376044 0.019778 170.706553
159376066 0.019709 170.706554
159376343 0.019335 170.706559
159376352 0.019069 170.706559
159376608 0.018622 170.706564
159377458 0.018081 170.70658
159377490 0.018081 170.706581
159378594 0.017173 170.706601
159378835 0.016346 170.706605
159384944 0.016023 170.706705
159384970 0.01573 170.706705
159391401 0.015679 170.706806
159391863 0.015641 170.706813
159392209 0.015641 170.706819
159392914 0.015597 170.70683
159396259 0.015597 170.706882
159396941 0.015598 170.706893
159397835 0.015691 170.706907
159398118 0.015979 170.706911
159398715 0.015979 170.706921
159400359 0.017145 170.706947
159400918 0.018521 170.706957
159401214 0.019845 170.706962
159401656 0.022068 170.706971
159403689 0.026849 170.707016
159404803 0.03186 170.707046
159405385 0.056107 170.707064
159405448 0.06317 170.707068
159405691 0.112803 170.707083
159405844 0.118868 170.7071
159405959 0.230848 170.707114
159406266 0.231005 170.707185
159406538 0.235292 170.707248
159407727 0.261959 170.707527
159408803 0.277383 170.707809
159408990 0.223779 170.707861
159409196 0.231139 170.707907
159409479 0.234696 170.707973
159409533 0.237649 170.707985
159409734 0.240768 170.708033
159409884 0.148689 170.708069
159410894 0.148752 170.708219
159410975 0.141579 170.708231
159413245 0.167008 170.708553
159413824 2.71387 170.708649
159414034 0.204632 170.709219
159415977 0.147348 170.709617
159416139 0.09066 170.709641
159417815 0.086128 170.709793
159418212 0.081693 170.709827
159418230 0.078663 170.709828
159420307 0.078634 170.709992
159429702 0.079639 170.710731
159429748 0.350795 170.710734
159429799 0.350846 170.710752
159429871 0.685269 170.710777
159430092 0.685272 170.710929
159430327 1.948228 170.71109
159430838 1.952404 170.712085
159431735 1.952383 170.713837
159431839 0.169175 170.71404
159432278 0.165789 170.714114
159436505 0.169783 170.714815
159436644 0.169783 170.714838
159439847 0.169798 170.715382
159439913 0.16979 170.715393
159440210 0.169869 170.715444
159441441 0.795289 170.715653
159441628 1.387717 170.715802
159442736 0.36645 170.717339
159444654 0.366472 170.718042
159445158 0.36656 170.718227
159446104 0.368558 170.718574
159446370 0.366425 170.718672
159446765 0.366331 170.718816
159446883 0.366204 170.71886
159449083 0.338485 170.719665
159449126 0.324909 170.71968
159449244 0.324958 170.719718
159449464 0.147553 170.71979
159449577 0.147737 170.719806
159450168 0.14354 170.719894
159451069 0.143411 170.720023
159451406 0.143701 170.720071
159451429 0.143899 170.720075
159451555 0.144146 170.720093
159451683 0.143334 170.720111
159452405 0.143649 170.720215
159453252 0.143635 170.720336
159453609 0.144929 170.720388
159453937 0.145814 170.720435
159454237 0.147612 170.720479
159455330 0.248487 170.72064
159455351 0.365966 170.720646
159456338 0.142383 170.721007
159456598 0.127858 170.721044
159457072 0.12542 170.721104
159457808 0.124732 170.721197
159458096 0.124409 170.721233
159458371 0.124018 170.721267
159458788 0.123927 170.721318
159459585 1.16022 170.721417
159460032 0.098264 170.721936
159460574 0.098132 170.721989
159460727 0.098119 170.722004
159460871 0.098079 170.722018
159460890 0.098101 170.72202
159461653 0.104808 170.722095
159461877 0.104808 170.722118
159461890 0.208183 170.72212
159461920 0.379838 170.722126
159462207 0.538222 170.722235
159462381 0.632943 170.722329
159462452 0.834605 170.722374
159462841 0.834605 170.722698
159462895 0.153848 170.722743
159463020 0.153851 170.722763
159463093 0.153851 170.722774
159463179 0.180417 170.722787
159463301 0.367341 170.722809
159463380 0.367341 170.722838
159463683 0.381928 170.722949
159465875 0.102043 170.723787
159467272 0.752627 170.723929
159467985 0.100292 170.724466
159468556 0.1002 170.724523
159468713 0.102544 170.724539
159469428 0.100704 170.724612
159470179 0.100704 170.724688
159470207 0.100704 170.724691
159470651 0.100704 170.724735
159471133 0.100008 170.724784
159471321 0.100114 170.724803
159471386 0.100114 170.724809
159472780 0.100138 170.724949
159473526 0.100138 170.725023
159473788 0.100441 170.72505
159473870 0.09769 170.725058
159473919 0.096985 170.725063
159473956 0.096985 170.725066
159474377 0.04395 170.725107
159475055 0.019201 170.725137
159475647 0.006297 170.725148
159476275 0.006296 170.725152
159476709 0.005669 170.725155
159476915 0.00567 170.725156
159476935 0.00567 170.725156
159477624 0.005671 170.72516
159477805 0.005676 170.725161
159477947 0.005641 170.725162
159478230 0.005627 170.725164
159478262 0.005648 170.725164
159478281 0.005683 170.725164
159478376 0.005729 170.725164
159478525 0.012288 170.725165
159478603 1.298606 170.725166
159478959 0.481032 170.725628
159479005 0.009826 170.725651
159479032 0.009784 170.725651
159479036 0.009754 170.725651
159479148 0.009754 170.725652
159479310 0.004361 170.725654
159479781 0.004353 170.725656
159481224 0.004354 170.725662
159483350 0.004354 170.725671
159486149 0.004785 170.725683
159486328 0.006974 170.725684
159486640 0.052985 170.725686
159486871 0.346975 170.725699
159488383 0.165988 170.726223
159488853 0.165988 170.726301
159489512 0.004534 170.726411
159493278 0.004533 170.726428
159499258 0.004533 170.726455
159500338 0.00544 170.72646
159500679 0.00544 170.726462
159500836 0.00544 170.726462
159501125 0.136733 170.726464
159501163 0.274946 170.726469
159502129 0.274949 170.726735
159502248 0.820225 170.726768
159503181 0.820227 170.727533
159503580 0.25377 170.72786
159504054 0.252314 170.72798
159504363 0.252518 170.728058
159505297 0.267712 170.728294
159506962 0.798807 170.72874
159506996 0.769694 170.728767
159507674 0.60486 170.729289
159508371 0.045205 170.729711
159515295 0.198342 170.730024
159515398 5.305761 170.730044
159515829 0.09019 170.732331
159515990 0.049104 170.732345
159516580 0.724462 170.732374
159517259 0.692245 170.732866
159517379 0.659939 170.732949
159517860 0.543302 170.733267
159521067 0.578328 170.735009
159522562 0.584437 170.735874
159522822 0.544452 170.736026
159523161 0.49535 170.73621
159523486 0.552147 170.736371
159523628 2.085035 170.73645
159526635 2.230174 170.742719
159526792 2.434902 170.743069
159526950 2.631765 170.743454
159527480 4.512059 170.744849
159529873 3.549464 170.755646
159530662 1.367491 170.758447
159530731 0.787841 170.758541
159531066 0.585632 170.758805
159531750 0.584495 170.759206
159533068 0.074373 170.759976
159533500 0.085617 170.760008
159533652 0.610795 170.760021
159534446 0.023821 170.760506
159535626 0.023599 170.760534
159535772 0.023455 170.760538
159535940 0.023342 170.760542
159536255 0.023318 170.760549
159536458 0.023351 170.760554
159536525 0.023372 170.760555
159537141 0.023372 170.76057
159538144 0.023407 170.760593
159538241 0.023437 170.760595
159538506 0.023437 170.760602
159538935 0.023515 170.760612
159546058 0.023515 170.760779
159546078 0.023514 170.76078
159547203 0.023551 170.760806
159548669 0.023608 170.760841
159548879 0.023658 170.760846
159549327 0.023715 170.760856
159549731 0.023715 170.760866
159549993 0.023956 170.760872
159550473 0.024626 170.760883
159550605 0.025425 170.760887
159551957 0.025433 170.760921
159552550 0.034404 170.760936
159553264 0.405721 170.760961
159556466 0.079028 170.76226
159556838 0.026689 170.762289
159558258 0.026673 170.762327
159558821 0.026677 170.762342
159559531 0.02666 170.762361
159559962 0.026727 170.762373
159560304 0.026911 170.762382
159561316 0.026911 170.762409
159561386 0.027705 170.762411
159562522 3.396763 170.762442
159562624 0.427719 170.762789
159562766 0.264071 170.76285
159562845 0.196578 170.76287
159562927 0.049993 170.762887
159563483 0.050745 170.762914
159564045 0.055218 170.762943
159564577 0.06369 170.762972
159565384 0.073812 170.763024
159566033 0.09678 170.763071
159566336 0.093083 170.763101
159566647 0.119432 170.76313
159567042 0.389106 170.763177
159567295 0.389084 170.763275
159567516 0.389085 170.763361
159567735 0.389083 170.763447
159567813 0.218788 170.763477
159567848 0.072586 170.763485
159568260 0.072586 170.763514
159568372 0.045282 170.763523
159568411 0.045205 170.763524
159570160 0.037368 170.763603
159570877 0.037371 170.76363
159570967 0.030204 170.763634
159571169 0.02332 170.76364
159571607 0.018444 170.76365
159573150 0.017228 170.763678
159573450 0.016215 170.763684
159579533 0.016486 170.763782
159580403 5.185551 170.763797
159580873 6.396679 170.766234
159581387 10.033247 170.769522
159581863 10.91547 170.774297
159581937 11.330914 170.775105
159582026 11.406999 170.776114
159582055 11.477911 170.776444
159582103 11.571118 170.776995
159582198 11.712646 170.778095
159582218 11.823482 170.778329
159582354 11.827784 170.779937
159582404 11.827748 170.780528
159583346 11.322563 170.79167
159583805 0.63929 170.796867
159584265 0.675448 170.797161
159584337 0.744379 170.79721
159585164 0.744377 170.797825
159585193 0.261922 170.797847
159585282 0.047403 170.79787
159585560 0.037128 170.797883
159586142 0.036441 170.797905
159587438 0.036389 170.797952
159588424 0.036433 170.797988
159589734 0.036467 170.798036
159592810 0.039082 170.798148
159592915 0.042043 170.798152
159595417 0.049011 170.798257
159595682 0.0591 170.79827
159595717 0.070351 170.798272
159595790 0.084406 170.798278
159596129 0.098458 170.798306
159596156 0.109483 170.798309
159596721 0.11169 170.798371
159596766 0.183808 170.798376
159597083 0.188626 170.798434
159597868 0.244263 170.798582
159598303 0.280978 170.798688
159598456 0.308429 170.798731
159598533 0.346506 170.798755
159598747 0.464126 170.798829
159599157 1.302223 170.79902
159599414 2.128932 170.799354
159599807 0.409783 170.800191
159600354 0.184102 170.800415
159601271 0.17337 170.800584
159602473 0.173254 170.800792
159602515 0.171517 170.800799
159602870 0.171226 170.80086
159605100 0.171263 170.801242
159605205 0.171251 170.80126
159605894 0.171293 170.801378
159606226 0.17381 170.801435
159606256 0.173888 170.80144
159606420 0.174004 170.801469
159606804 0.18377 170.801536
159607351 0.203181 170.801636
159608945 0.485059 170.80196
159608991 0.786392 170.801982
159611839 0.881228 170.804222
159612046 1.029529 170.804404
159613798 1.063279 170.806208
159613805 1.083198 170.806216
159613986 1.108348 170.806412
159614116 1.137343 170.806556
159614490 1.129867 170.806981
159615040 1.121913 170.807602
159616159 0.623065 170.808858
159616629 0.432357 170.809151
159617163 0.274098 170.809382
159619356 0.270098 170.809983
159619608 0.270115 170.810051
159620350 0.270804 170.810251
159624437 0.270623 170.811358
159625299 0.270792 170.811591
159625478 0.345661 170.81164
159625637 0.364102 170.811695
159625658 0.385058 170.811702
159626504 0.390809 170.812028
159627177 0.392093 170.812291
159627891 0.39282 170.812571
159628030 0.392781 170.812626
159628281 0.434762 170.812724
159628661 0.632976 170.812889
159628674 0.812058 170.812898
159628949 0.68588 170.813121
159628964 0.546797 170.813131
159629021 0.385013 170.813162
159629053 0.261135 170.813175
159629194 0.234006 170.813212
159629200 0.234918 170.813213
159629342 0.222002 170.813246
159629384 0.211892 170.813256
159629434 0.201701 170.813266
159635021 0.224167 170.814393
159636116 0.227584 170.814639
159637919 0.233016 170.815049
159637987 0.237663 170.815065
159638015 0.238085 170.815071
159638931 3.560325 170.81529
159640769 3.539733 170.821833
159641029 3.397775 170.822754
159641680 2.264347 170.824966
159642349 0.545663 170.826481
159644292 0.821061 170.827541
159644968 0.833016 170.828096
159645586 0.870717 170.828611
159646388 0.876493 170.829309
159646544 9.118564 170.829446
159646924 9.627987 170.832911
159647390 8.258863 170.837397
159647656 7.085503 170.839594
159647988 0.566181 170.841947
159648693 0.565997 170.842346
159649700 0.565251 170.842916
159650449 0.51179 170.843339
159652939 1.317962 170.844613
159653122 1.324953 170.844855
159653599 0.420306 170.845487
159653863 0.230267 170.845598
159654216 0.074771 170.845679
159655518 0.071634 170.845776
159657850 0.071554 170.845943
159659109 0.062946 170.846033
159659431 0.053608 170.846054
159659455 0.044558 170.846055
159659490 0.044558 170.846057
159660869 0.0393 170.846118
159664090 0.037811 170.846245
159664624 0.037907 170.846265
159665921 0.037275 170.846314
159666271 0.037816 170.846327
159666537 0.039137 170.846337
159666781 0.038845 170.846347
159667059 0.041563 170.846357
159667190 0.042342 170.846363
159668195 0.047898 170.846405
159668584 0.057348 170.846424
159668984 0.06641 170.846447
159669340 0.079068 170.846471
159670145 0.099285 170.846534
159670336 0.125325 170.846553
159670928 0.137403 170.846627
159672082 0.163237 170.846786
159673096 0.148613 170.846951
159673585 0.228305 170.847024
159674933 0.93698 170.847332
159675717 0.46092 170.848066
159675944 0.459276 170.848171
159676011 0.245922 170.848202
159676171 0.17701 170.848241
159676220 0.12802 170.84825
159676796 0.093404 170.848324
159677654 0.093204 170.848404
159678816 0.091735 170.848512
159679636 0.09165 170.848587
159679913 0.091781 170.848613
159680499 0.091781 170.848666
159680817 0.091781 170.848696
159680868 0.091744 170.8487
159681131 0.092475 170.848724
159681743 0.092475 170.848781
159682233 0.093404 170.848826
159682242 0.094142 170.848827
159683091 0.094856 170.848907
159683099 0.095648 170.848908
159683213 0.096262 170.848919
159683438 0.096186 170.84894
159684186 0.096263 170.849012
159684381 0.096388 170.849031
159684473 0.096497 170.84904
159685136 0.096499 170.849104
159685315 0.096605 170.849121
159687972 0.096624 170.849378
159688441 0.096634 170.849423
159689388 0.096661 170.849515
159690466 0.096801 170.849619
159690812 0.096976 170.849653
159691559 0.097242 170.849725
159692372 0.097203 170.849804
159692537 0.097079 170.84982
159692573 0.097176 170.849824
159693722 0.097808 170.849935
159694209 0.099124 170.849983
159695246 0.099125 170.850086
159695732 0.099118 170.850134
159695972 0.099093 170.850158
159696858 0.099084 170.850245
159696910 0.099304 170.850251
159697475 0.099526 170.850307
159697695 0.099566 170.850329
159698485 0.229585 170.850407
159698549 1.14698 170.850422
159699081 0.152285 170.851032
159700039 0.152202 170.851178
159700989 0.152294 170.851323
159701344 0.152383 170.851377
159702161 0.152579 170.851501
159702487 0.153079 170.851551
159706513 0.342886 170.852167
159706560 0.544336 170.852183
159706990 0.745328 170.852417
159708047 0.616758 170.853205
159710093 0.467691 170.854467
159710385 0.306938 170.854604
159710517 0.169829 170.854644
159710809 0.107001 170.854694
159713225 0.106938 170.854952
159713556 0.10755 170.854988
159713844 0.112314 170.855019
159714035 0.361413 170.85504
159714149 1.73325 170.855081
159717162 0.840339 170.860304
159717600 0.890061 170.860672
159718312 0.444149 170.861305
159718403 0.445621 170.861346
159719402 0.445609 170.861791
159719594 0.444995 170.861876
159719703 0.44304 170.861925
159719872 0.440845 170.862
159719942 0.43883 170.862031
159720545 0.437403 170.862295
159720716 0.436285 170.86237
159720800 0.4359 170.862407
159722056 0.430759 170.862954
159722353 0.418934 170.863082
159723120 0.377495 170.863404
159723521 0.532716 170.863555
159723619 1.090555 170.863607
159723722 1.09036 170.863719
159724169 0.903272 170.864207
159724520 0.334927 170.864524
159726123 0.324141 170.865061
159727739 0.324568 170.865585
159728127 0.325488 170.86571
159729047 0.329411 170.86601
159729337 1.35297 170.866105
159729407 1.353982 170.8662
159732811 19.274776 170.870809
159738719 0.862685 170.984685
159741017 0.868452 170.986667
159743181 0.699018 170.988546
159743845 0.657232 170.98901
159744951 0.654704 170.989737
159745168 0.654558 170.989879
159745468 0.654284 170.990076
159745528 0.654035 170.990115
159745879 0.654881 170.990345
159746461 0.655458 170.990726
159746857 0.655346 170.990985
159747698 0.663203 170.991536
159747910 0.663738 170.991677
159748269 0.771637 170.991915
159748745 0.863187 170.992283
159748886 0.975077 170.992404
159749188 1.715864 170.992699
159749196 1.736141 170.992713
159750629 1.767091 170.9952
159750802 1.804193 170.995506
159752066 4.995239 170.997787
159752873 37.561005 171.001818
159753097 37.564231 171.010231
159753183 37.562215 171.013462
159753937 36.515046 171.041784
159753979 9.093671 171.043318
159754330 9.093124 171.046509
159754449 8.651082 171.047591
159754498 5.791728 171.048015
159755894 5.791703 171.056101
159756893 5.761822 171.061887
159757173 5.737951 171.0635
159758728 5.737951 171.072422
159758832 5.735852 171.073019
159759058 5.733659 171.074315
159759598 5.733793 171.077412
159760432 5.794264 171.082194
159760960 22.366134 171.085253
159761433 29.348144 171.095832
159761524 37.27835 171.098503
159762120 37.284461 171.120721
159764142 15.854227 171.19611
159764625 0.336 171.203767
159764911 0.335353 171.203864
159765165 0.335806 171.203949
159765249 0.338891 171.203977
159766709 0.567194 171.204472
159766902 0.526302 171.204581
159766930 0.488542 171.204596
159767060 0.481467 171.204659
159767120 0.479931 171.204688
159768539 0.451217 171.205369
159768619 0.414716 171.205405
159769735 0.403282 171.205868
159769794 0.3919 171.205892
159770178 0.398846 171.206043
159771067 0.399572 171.206397
159771330 0.400251 171.206502
159772442 0.409247 171.206947
159772560 0.374692 171.206996
159772751 0.218304 171.207067
159773404 0.204844 171.20721
159773637 0.221147 171.207257
159774408 0.22602 171.207428
159775089 0.224704 171.207582
159775173 0.223756 171.207601
159775333 0.223058 171.207637
159776985 0.226866 171.208005
159777038 0.229882 171.208017
159777393 0.586072 171.208099
159777438 1.158012 171.208125
159777848 1.160339 171.2086
159778523 1.159507 171.209383
159778611 1.159838 171.209485
159779075 1.107841 171.210023
159779629 1.108069 171.210637
159780714 0.765401 171.211839
159782181 0.688518 171.212962
159782549 0.609378 171.213215
159784357 0.609254 171.214317
159785370 0.607178 171.214934
159785425 0.605275 171.214968
159787595 0.604144 171.216281
159789437 0.605399 171.217394
159790826 0.639254 171.218235
159791942 1.15111 171.218948
159792593 1.365591 171.219698
159792936 1.403095 171.220166
159793915 2.339743 171.22154
159794514 2.338438 171.222941
159794576 8.862965 171.223086
159795478 17.549817 171.231081
159796302 31.787616 171.245542
159796512 31.796555 171.252217
159796701 31.800535 171.258227
159798306 31.800535 171.309267
159798407 31.800535 171.312478
159800929 17.277449 171.392679
159801074 16.703707 171.395185
159801111 12.127312 171.395803
159801115 7.581132 171.395851
159801155 1.45196 171.396154
159802683 1.45294 171.398373
159803002 1.453097 171.398836
159803834 1.453015 171.400045
159804653 1.454904 171.401235
159805731 1.457183 171.402804
159807969 1.463854 171.406065
159808243 1.478946 171.406466
159808286 1.50118 171.40653
159809268 1.870424 171.408004
159809342 2.341625 171.408142
159810240 1.155902 171.410245
159812017 1.153597 171.412299
159812098 0.997317 171.412393
159813563 0.994588 171.413854
159814844 5.148141 171.415128
159815642 6.018583 171.419236
159815940 6.142377 171.421029
159816142 6.27454 171.42227
159816313 6.290113 171.423343
159817004 6.203291 171.42769
159817142 5.947534 171.428546
159817278 5.4172 171.429355
159818125 5.407256 171.433943
159818304 30.327799 171.434911
159818513 48.35358 171.441249
159819217 48.35358 171.47529
159819491 41.443621 171.488539
159820026 4.70037 171.510711
159822670 1.123464 171.523139
159828310 0.96706 171.529476
159829014 0.74208 171.530156
159831370 0.381425 171.531905
159831406 0.381507 171.531918
159831859 0.381257 171.532091
159831975 0.37762 171.532135
159832915 0.382586 171.53249
159832988 0.387632 171.532518
159833733 0.85782 171.532807
159834428 0.630314 171.533403
159834439 0.351091 171.53341
159835673 0.247898 171.533844
159836329 0.252202 171.534006
159837224 0.373947 171.534232
159838243 0.255828 171.534613
159838295 0.255937 171.534626
159838965 0.24351 171.534798
159839971 0.242747 171.535043
159840131 0.242128 171.535081
159840541 0.241727 171.535181
159841166 0.245061 171.535332
159842088 0.793132 171.535558
159842103 1.266234 171.53557
159842566 0.749 171.536156
159842691 0.085143 171.53625
159843606 0.077246 171.536327
159844058 0.107415 171.536362
159844819 0.082403 171.536444
159845093 0.083186 171.536467
159845737 0.094178 171.53652
159846179 0.094178 171.536562
159847344 0.094192 171.536672
159847836 0.094223 171.536718
159849306 0.094725 171.536856
159849346 0.095356 171.53686
159850166 0.096063 171.536938
159850401 0.096746 171.536961
159850683 0.096754 171.536988
159851214 0.09782 171.53704
159851809 0.097993 171.537098
159852092 0.100601 171.537126
159852240 0.101627 171.537141
159852320 6.600537 171.537149
159852745 6.61691 171.539954
159852822 0.298787 171.540463
159853139 0.277044 171.540558
159853173 0.259009 171.540568
159853205 0.261314 171.540576
159853297 0.257569 171.5406
159853321 0.253384 171.540606
159853664 0.254312 171.540693
159854251 0.259596 171.540842
159854392 0.260936 171.540879
159856429 0.261123 171.54141
159857331 0.260361 171.541646
159858290 0.262083 171.541896
159858422 0.267426 171.54193
159858734 0.395167 171.542014
159858750 0.539265 171.54202
159859042 0.539229 171.542177
159859260 0.407631 171.542295
159859279 0.253086 171.542303
159859392 0.212046 171.542331
159860259 0.209918 171.542515
159860488 0.207517 171.542563
159860917 0.206374 171.542652
159862153 0.206173 171.542907
159864571 0.206146 171.543406
159865657 0.205985 171.54363
159865790 0.209812 171.543657
159866460 0.230744 171.543798
159867866 0.246408 171.544122
159868179 0.266171 171.544199
159868546 0.287786 171.544297
159870180 0.294283 171.544767
159870790 0.297843 171.544947
159871184 0.300791 171.545064
159871636 0.306361 171.5452
159871738 0.310267 171.545231
159872235 0.308107 171.545385
159872418 0.308147 171.545442
159872658 0.306988 171.545516
159873288 0.31278 171.545709
159875153 0.312284 171.546293
159875455 0.313017 171.546387
159876251 0.314341 171.546636
159876881 0.313714 171.546834
159878126 0.313768 171.547225
159880660 22.300864 171.54802
159881684 45.101497 171.570856
159882614 45.111657 171.6128
159883735 45.030847 171.66337
159884109 11.125824 171.680212
159884676 1.392238 171.68652
159885500 1.391823 171.687667
159886422 1.401754 171.688951
159889686 1.799101 171.693526
159890459 1.868339 171.694917
159892088 2.840248 171.69796
159892780 3.456187 171.699926
159893836 3.686866 171.703575
159894146 3.691797 171.704718
159894846 3.724681 171.707303
159894959 3.77139 171.707723
159895110 3.783877 171.708293
159895122 3.727822 171.708338
159895261 3.76043 171.708857
159895536 3.759693 171.709891
159895979 1.961746 171.711556
159896482 1.358348 171.712543
159897126 1.211714 171.713418
159897327 1.200128 171.713661
159897388 1.007103 171.713734
159897559 0.851645 171.713907
159898913 0.81117 171.71506
159901972 0.822555 171.717541
159902526 0.822909 171.717997
159902786 0.835409 171.718211
159903359 0.83548 171.71869
159903634 0.837468 171.718919
159904888 0.837154 171.719969
159905268 0.837615 171.720288
159906156 0.837894 171.721031
159907441 0.837848 171.722108
159908045 0.917584 171.722614
159908393 2.276568 171.722933
159910337 2.33743 171.727359
159911041 2.339036 171.729005
159911950 27.946308 171.731131
159912090 27.971553 171.735043
159912207 28.98719 171.738316
159912346 62.448219 171.742345
159912665 62.448219 171.762266
159913388 38.2223 171.807416
159913812 11.46005 171.823623
159914924 8.279226 171.836366
159916645 8.267065 171.850615
159916937 0.752107 171.853029
159917573 0.746696 171.853507
159918418 0.744162 171.854138
159919986 0.684523 171.855305
159920719 0.598514 171.855807
159920826 0.485403 171.855871
159922369 0.459231 171.85662
159922458 0.443419 171.85666
159922632 0.43948 171.856738
159922959 0.433753 171.856881
159923111 0.421076 171.856947
159923475 0.420458 171.8571
159923628 0.420248 171.857165
159924257 0.425239 171.857429
159924320 0.431316 171.857456
159924989 0.48814 171.857744
159925431 0.574983 171.85796
159926436 0.827566 171.858538
159927907 4.095912 171.859755
159928059 5.591919 171.860378
159928711 5.077165 171.864024
159929139 5.070413 171.866197
159929140 5.1267 171.866202
159931395 5.067279 171.877763
159932319 1.987347 171.882445
159932839 1.46785 171.883478
159933136 1.204676 171.883914
159934916 0.808994 171.886059
159935277 0.640359 171.886351
159935503 0.569952 171.886495
159935569 0.50687 171.886533
159938871 0.345177 171.888207
159940000 0.314947 171.888596
159941535 0.3094 171.88908
159941860 0.304772 171.88918
159942456 0.301394 171.889362
159943460 0.300512 171.889665
159944851 0.299641 171.890083
159945047 0.298918 171.890141
159947033 0.298297 171.890735
159949360 0.328419 171.891429
159949651 7.914639 171.891525
159951592 9.603438 171.906887
159953102 20.203764 171.921388
159953259 17.610237 171.92456
159953521 17.611043 171.929174
159954057 17.611043 171.938614
159954279 17.611043 171.942523
159954369 14.597405 171.944108
159954789 8.172296 171.950239
159954994 3.884591 171.951915
159955355 1.897319 171.953317
159955432 1.172584 171.953463
159955486 0.968344 171.953526
159957365 0.543395 171.955346
159958368 0.521303 171.955891
159958956 0.521289 171.956197
159958994 0.518985 171.956217
159959505 0.51739 171.956482
159960063 0.51739 171.956771
159963803 0.528369 171.958706
159965737 0.527767 171.959728
159966913 0.526151 171.960349
159967971 0.526205 171.960905
159969008 0.522506 171.961451
159970457 0.520724 171.962208
159970715 0.520084 171.962342
159971784 0.520034 171.962898
159973228 0.636846 171.963649
159973409 0.96028 171.963765
159973452 1.408016 171.963806
159973615 2.71415 171.964035
159974740 7.243904 171.967089
159975617 7.240097 171.973442
159976751 7.139557 171.981652
159976993 5.275036 171.98338
159977049 1.888826 171.983675
159977305 1.886186 171.984159
159977315 1.610639 171.984178
159977542 1.394795 171.984543
159977732 1.201247 171.984808
159978363 1.206857 171.985566
159978575 1.106089 171.985822
159978943 2.755937 171.986229
159979237 0.341712 171.987039
159979827 0.34359 171.987241
159981042 0.299194 171.987658
159981113 0.27091 171.98768
159981305 0.263284 171.987732
159981824 0.271581 171.987868
159982421 0.662226 171.98803
159982475 1.033056 171.988066
159982551 1.34437 171.988145
159982619 1.556151 171.988236
159983029 1.605653 171.988874
159983116 1.672355 171.989014
159983236 2.004 171.989215
159983400 8.503235 171.989543
159983651 9.835043 171.991677
159983759 10.907274 171.99274
159984431 2.370639 172.000069
159984551 2.358001 172.000354
159984934 0.280153 172.001257
159985536 0.280237 172.001426
159986339 2.597364 172.001651
159986521 0.084395 172.002123
159987008 0.040065 172.002164
159987076 0.014533 172.002167
159987183 0.00522 172.002169
159987944 0.00522 172.002173
159988120 0.00522 172.002174
159988685 0.00522 172.002177
159988734 0.00522 172.002177
159988927 0.00522 172.002178
159989088 0.005224 172.002179
159989318 0.005224 172.00218
159989410 0.005224 172.00218
159989638 0.005225 172.002182
159989728 0.005225 172.002182
159989771 0.005223 172.002182
159989928 0.005223 172.002183
159990156 0.005224 172.002184
159991463 0.005221 172.002191
159991622 0.005221 172.002192
159992178 0.005221 172.002195
159992782 0.005221 172.002198
159992919 0.005224 172.002199
159993976 0.005232 172.002204
159994171 0.005232 172.002205
159994414 0.00523 172.002206
159994557 0.005352 172.002207
159995269 0.006821 172.002211
159995482 0.008202 172.002212
159995633 0.010392 172.002214
159995809 0.012724 172.002216
159996495 0.014357 172.002224
159997004 0.243588 172.002232
159997209 0.720102 172.002282
159997999 0.674033 172.00285
159998440 0.432053 172.003148
160000435 0.432631 172.00401
160001666 0.423535 172.004542
160003783 0.423957 172.005439
160005842 0.308424 172.006312
160006452 0.255988 172.0065
160006472 0.267779 172.006505
160006809 0.248898 172.006595
160006913 0.224676 172.006621
160009121 0.2265 172.007117
160009419 0.228677 172.007185
160010151 0.228935 172.007352
160010156 0.23556 172.007353
160011511 0.242195 172.007672
160011512 0.254766 172.007673
160012406 0.516958 172.0079
160013353 0.83425 172.00839
160013853 0.995878 172.008807
160016260 1.198043 172.011204
160016464 2.977398 172.011449
160019352 3.081302 172.020047
160020237 2.038372 172.022774
160023053 1.467948 172.028514
160023092 0.867305 172.028572
160024883 0.865906 172.030125
160029212 0.879941 172.033873
160029456 0.903928 172.034088
160031330 0.860176 172.035782
160033143 0.893662 172.037342
